time,in,out,camera_id,posture,alert
2025-09-15 23:47:52,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:52,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:53,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:53,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:53,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:54,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:54,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:54,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:55,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:55,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:55,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:56,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:56,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:56,0,0,store_front,Unknown,Inactivity Abandoned Object Abandoned Object
2025-09-15 23:47:57,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:47:57,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:47:57,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:47:57,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:47:58,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:47:58,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:47:58,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:47:59,0,0,store_front,Uncertain,Inactivity Abandoned Object
2025-09-15 23:47:59,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:47:59,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:47:59,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:00,0,0,store_front,Uncertain,Inactivity Abandoned Object
2025-09-15 23:48:00,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:00,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:01,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:01,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:01,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:01,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:02,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:02,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:02,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:02,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:03,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:03,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:03,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:03,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:04,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:04,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:04,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:05,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:05,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:05,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:05,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:06,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:06,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:06,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:06,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:07,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:07,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:07,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:07,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:08,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:08,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:08,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:09,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:09,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:09,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:09,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:10,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:10,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:10,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:10,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:11,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:11,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:11,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:11,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:12,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:12,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:12,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:13,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:13,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:13,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:13,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:14,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:14,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:14,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:14,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:15,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:15,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:15,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:16,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:16,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:16,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:16,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:17,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:17,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:17,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:17,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:18,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:18,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:18,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:19,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:19,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:19,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:19,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:20,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:20,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:20,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:20,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:21,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:21,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:21,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:22,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:22,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:22,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:22,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:23,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:23,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:23,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:23,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:24,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:24,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:24,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:25,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:25,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:25,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:25,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:26,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:26,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:26,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:26,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:27,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:27,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:27,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:27,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:28,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:28,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:28,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:29,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:29,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:29,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:29,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:30,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:30,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:30,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:30,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:31,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:31,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:31,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:32,0,0,store_front,Uncertain,Inactivity Abandoned Object
2025-09-15 23:48:32,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:32,0,0,store_front,Uncertain,Inactivity Abandoned Object
2025-09-15 23:48:32,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:33,0,0,store_front,Uncertain,Inactivity Abandoned Object
2025-09-15 23:48:33,0,0,store_front,Uncertain,Inactivity Abandoned Object
2025-09-15 23:48:33,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:34,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:34,0,0,store_front,Uncertain,Inactivity Abandoned Object
2025-09-15 23:48:34,0,0,store_front,Uncertain,Inactivity Abandoned Object
2025-09-15 23:48:34,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:35,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:35,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:35,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:36,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:36,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:36,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:36,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:37,0,0,store_front,Unknown,Inactivity Abandoned Object
2025-09-15 23:48:37,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:37,0,0,store_front,Unknown,
2025-09-15 23:48:37,0,0,store_front,Unknown,
2025-09-15 23:48:38,0,0,store_front,Unknown,
2025-09-15 23:48:38,0,0,store_front,Unknown,
2025-09-15 23:48:38,0,0,store_front,Unknown,
2025-09-15 23:48:38,0,0,store_front,Unknown,
2025-09-15 23:48:39,0,0,store_front,Unknown,
2025-09-15 23:48:39,0,0,store_front,Unknown,
2025-09-15 23:48:39,0,0,store_front,Unknown,
2025-09-15 23:48:39,0,0,store_front,Unknown,
2025-09-15 23:48:40,0,0,store_front,Unknown,
2025-09-15 23:48:40,0,0,store_front,Unknown,
2025-09-15 23:48:40,0,0,store_front,Unknown,
2025-09-15 23:48:40,0,0,store_front,Unknown,
2025-09-15 23:48:41,0,0,store_front,Unknown,
2025-09-15 23:48:41,0,0,store_front,Unknown,
2025-09-15 23:48:41,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:42,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:42,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:42,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:42,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:43,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:43,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:43,0,0,store_front,Unknown,Inactivity
2025-09-15 23:48:43,0,0,store_front,Unknown,Inactivity
